strain	strain_id	chr	het	hom	nocall	call	n_loci	call_rate
BXD074	63	chr7	516	351438	12	351954	351966	0.999965905797719
BXD074	63	chr8	1763	313945	19	315708	315727	0.9999398214280059
BXD074	63	chr9	1019	211639	12	212658	212670	0.999943574552123
BXD075	64	chr1	3359	487150	19	490509	490528	0.9999612662274121
BXD075	64	chr10	879	168205	23	169084	169107	0.9998639914373739
BXD075	64	chr11	369	269893	8	270262	270270	0.9999703999703999
BXD075	64	chr12	305	217374	5	217679	217684	0.9999770309255618
BXD075	64	chr13	725	176363	11	177088	177099	0.9999378878480398
BXD075	64	chr14	4318	361082	24	365400	365424	0.999934322868777
BXD075	64	chr15	1120	149279	9	150399	150408	0.9999401627573001
BXD075	64	chr16	474	132451	4	132925	132929	0.9999699087482792
BXD075	64	chr17	1051	208682	19	209733	209752	0.9999094168351196
BXD075	64	chr18	279	106251	8	106530	106538	0.9999249094219903
BXD075	64	chr19	745	136041	5	136786	136791	0.9999634478876535
BXD075	64	chr2	2998	370595	24	373593	373617	0.9999357630942918
BXD075	64	chr3	1461	318318	20	319779	319799	0.9999374607175132
BXD075	64	chr4	1504	293070	17	294574	294591	0.9999422928738488
BXD075	64	chr5	1565	226754	23	228319	228342	0.9998992738961733
BXD075	64	chr6	2277	244154	15	246431	246446	0.9999391347394561
BXD075	64	chr7	2707	349243	16	351950	351966	0.9999545410636255
BXD075	64	chr8	2364	313355	8	315719	315727	0.9999746616538971
BXD075	64	chr9	1976	210689	5	212665	212670	0.9999764893967179
BXD077	66	chr1	2666	487845	17	490511	490528	0.9999653434666319
BXD077	66	chr10	934	168150	23	169084	169107	0.9998639914373739
BXD077	66	chr11	892	269371	7	270263	270270	0.9999740999741
BXD077	66	chr12	954	216723	7	217677	217684	0.9999678432957866
BXD077	66	chr13	1038	176047	14	177085	177099	0.9999209481702325
BXD077	66	chr14	2855	362551	18	365406	365424	0.9999507421515829
BXD077	66	chr15	823	149579	6	150402	150408	0.9999601085048667
BXD077	66	chr16	726	132197	6	132923	132929	0.9999548631224188
BXD077	66	chr17	725	209012	15	209737	209752	0.9999284869750944
BXD077	66	chr18	1029	105494	15	106523	106538	0.9998592051662317
BXD077	66	chr19	723	136062	6	136785	136791	0.9999561374651841
BXD077	66	chr2	852	372739	26	373591	373617	0.9999304100188161
BXD077	66	chr3	1880	317904	15	319784	319799	0.9999530955381349
BXD077	66	chr4	1012	293562	17	294574	294591	0.9999422928738488
BXD077	66	chr5	1567	226762	13	228329	228342	0.9999430678543588
BXD077	66	chr6	2200	244227	19	246427	246446	0.9999229040033111
BXD077	66	chr7	1956	349995	15	351951	351966	0.9999573822471489
BXD077	66	chr8	778	314936	13	315714	315727	0.999958825187583
BXD077	66	chr9	752	211910	8	212662	212670	0.9999623830347487
BXD078	67	chr1	1639	488873	16	490512	490528	0.9999673820862418
BXD078	67	chr10	585	168512	10	169097	169107	0.9999408658423365
BXD078	67	chr11	234	270030	6	270264	270270	0.9999777999778
BXD078	67	chr12	354	217323	7	217677	217684	0.9999678432957866
BXD078	67	chr13	1239	175854	6	177093	177099	0.9999661206443854
BXD078	67	chr14	1316	364091	17	365407	365424	0.9999534786987171
BXD078	67	chr15	601	149802	5	150403	150408	0.9999667570873889
BXD078	67	chr16	603	132318	8	132921	132929	0.9999398174965584
BXD078	67	chr17	2891	206850	11	209741	209752	0.9999475571150692
BXD078	67	chr18	212	106320	6	106532	106538	0.9999436820664928
BXD078	67	chr19	361	136425	5	136786	136791	0.9999634478876535
BXD078	67	chr2	232	373367	18	373599	373617	0.9999518223207188
BXD078	67	chr3	432	319352	15	319784	319799	0.9999530955381349
BXD078	67	chr4	846	293734	11	294580	294591	0.9999626600948434
BXD078	67	chr5	661	227672	9	228333	228342	0.999960585437633
BXD078	67	chr6	1504	244932	10	246436	246446	0.9999594231596374
BXD078	67	chr7	2367	349581	18	351948	351966	0.9999488586965787
BXD078	67	chr8	347	315362	18	315709	315727	0.9999429887212687
BXD078	67	chr9	804	211854	12	212658	212670	0.999943574552123
BXD079	68	chr1	1712	488793	23	490505	490528	0.9999531117489725
BXD079	68	chr10	772	168321	14	169093	169107	0.9999172121792711
BXD079	68	chr11	805	269454	11	270259	270270	0.9999592999593
BXD079	68	chr12	533	217142	9	217675	217684	0.9999586556660113
BXD079	68	chr13	1471	175620	8	177091	177099	0.9999548275258471
BXD079	68	chr14	2453	362939	32	365392	365424	0.9999124304917028
BXD079	68	chr15	360	150040	8	150400	150408	0.9999468113398223
BXD079	68	chr16	265	132654	10	132919	132929	0.9999247718706978
BXD079	68	chr17	2192	207539	21	209731	209752	0.9998998817651321
BXD079	68	chr18	351	106180	7	106531	106538	0.9999342957442415
BXD079	68	chr19	511	136268	12	136779	136791	0.9999122749303683
BXD079	68	chr2	1868	371721	28	373589	373617	0.9999250569433403
BXD079	68	chr3	195	319599	5	319794	319799	0.9999843651793783
BXD079	68	chr4	8355	286085	151	294440	294591	0.9994874249383043
BXD079	68	chr5	1747	226575	20	228322	228342	0.9999124120836289
BXD079	68	chr6	489	245944	13	246433	246446	0.9999472501075286
BXD079	68	chr7	1646	350305	15	351951	351966	0.9999573822471489
BXD079	68	chr8	2400	313309	18	315709	315727	0.9999429887212687
BXD079	68	chr9	1389	211273	8	212662	212670	0.9999623830347487
BXD081	69	chr1	2372	488128	28	490500	490528	0.9999429186509231
BXD081	69	chr10	212	168887	8	169099	169107	0.9999526926738692
BXD081	69	chr11	1068	269197	5	270265	270270	0.9999814999815
BXD081	69	chr12	613	217068	3	217681	217684	0.9999862185553371
BXD081	69	chr13	424	176663	12	177087	177099	0.9999322412887707
BXD081	69	chr14	1659	363737	28	365396	365424	0.9999233766802399
BXD081	69	chr15	668	149730	10	150398	150408	0.9999335141747779
BXD081	69	chr16	641	132280	8	132921	132929	0.9999398174965584
BXD081	69	chr17	97	209634	21	209731	209752	0.9998998817651321
BXD081	69	chr18	494	106033	11	106527	106538	0.9998967504552366
BXD081	69	chr19	568	136217	6	136785	136791	0.9999561374651841
BXD081	69	chr2	20866	352675	76	373541	373617	0.9997965831319239
BXD081	69	chr3	711	319078	10	319789	319799	0.9999687303587566
BXD081	69	chr4	8692	285770	129	294462	294591	0.9995621047486176
BXD081	69	chr5	388	227934	20	228322	228342	0.9999124120836289
BXD081	69	chr6	695	245738	13	246433	246446	0.9999472501075286
BXD081	69	chr7	1171	350787	8	351958	351966	0.9999772705318127
BXD081	69	chr8	1272	314437	18	315709	315727	0.9999429887212687
BXD081	69	chr9	740	211914	16	212654	212670	0.9999247660694973
BXD083	71	chr1	3853	486649	26	490502	490528	0.9999469958901429
BXD083	71	chr10	531	168570	6	169101	169107	0.9999645195054019
BXD083	71	chr11	202	270063	5	270265	270270	0.9999814999815
BXD083	71	chr12	176	217500	8	217676	217684	0.9999632494808989
BXD083	71	chr13	496	176591	12	177087	177099	0.9999322412887707
BXD083	71	chr14	1053	364361	10	365414	365424	0.9999726345286571
BXD083	71	chr15	939	149463	6	150402	150408	0.9999601085048667
BXD083	71	chr16	222	132699	8	132921	132929	0.9999398174965584
BXD083	71	chr17	104	209632	16	209736	209752	0.9999237194401007
BXD083	71	chr18	352	106176	10	106528	106538	0.9999061367774879
BXD083	71	chr19	731	136052	8	136783	136791	0.9999415166202454
BXD083	71	chr2	2690	370911	16	373601	373617	0.9999571753961946
BXD083	71	chr3	1466	318317	16	319783	319799	0.9999499685740105
BXD083	71	chr4	1723	292847	21	294570	294591	0.9999287147265191
BXD083	71	chr5	637	227699	6	228336	228342	0.9999737236250886
BXD083	71	chr6	1869	244556	21	246425	246446	0.9999147886352385
BXD083	71	chr7	2891	349056	19	351947	351966	0.9999460175130552
BXD083	71	chr8	1645	314074	8	315719	315727	0.9999746616538971
BXD083	71	chr9	1274	211389	7	212663	212670	0.9999670851554051
BXD084	72	chr1	995	489519	14	490514	490528	0.9999714593254615
BXD084	72	chr10	207	168888	12	169095	169107	0.9999290390108038
BXD084	72	chr11	746	269517	7	270263	270270	0.9999740999741
BXD084	72	chr12	663	217014	7	217677	217684	0.9999678432957866
BXD084	72	chr13	322	176768	9	177090	177099	0.999949180966578
BXD084	72	chr14	825	364592	7	365417	365424	0.99998084417006
BXD084	72	chr15	842	149556	10	150398	150408	0.9999335141747779
BXD084	72	chr16	904	132017	8	132921	132929	0.9999398174965584
BXD084	72	chr17	640	209102	10	209742	209752	0.9999523246500629
BXD084	72	chr18	730	105800	8	106530	106538	0.9999249094219903
BXD084	72	chr19	318	136471	2	136789	136791	0.9999853791550614
BXD084	72	chr2	2062	371525	30	373587	373617	0.9999197038678647
BXD084	72	chr3	2082	317695	22	319777	319799	0.9999312067892645
BXD084	72	chr4	8494	285952	145	294446	294591	0.9995077921592989
BXD084	72	chr5	934	227395	13	228329	228342	0.9999430678543588
BXD084	72	chr6	903	245530	13	246433	246446	0.9999472501075286
BXD084	72	chr7	1239	350713	14	351952	351966	0.9999602234306723
BXD084	72	chr8	1655	314059	13	315714	315727	0.999958825187583
BXD084	72	chr9	933	211730	7	212663	212670	0.9999670851554051
BXD085	73	chr1	1833	488681	14	490514	490528	0.9999714593254615
BXD085	73	chr10	133	168965	9	169098	169107	0.9999467792581028
BXD085	73	chr11	654	269607	9	270261	270270	0.9999666999667
BXD085	73	chr12	440	217238	6	217678	217684	0.9999724371106742
BXD085	73	chr13	1203	175884	12	177087	177099	0.9999322412887707
BXD085	73	chr14	586	364820	18	365406	365424	0.9999507421515829
BXD085	73	chr15	1093	149307	8	150400	150408	0.9999468113398223
BXD085	73	chr16	815	132106	8	132921	132929	0.9999398174965584
BXD085	73	chr17	447	209282	23	209729	209752	0.9998903466951448
BXD085	73	chr18	292	106240	6	106532	106538	0.9999436820664928
BXD085	73	chr19	394	136394	3	136788	136791	0.9999780687325921
BXD085	73	chr2	385	373214	18	373599	373617	0.9999518223207188
BXD085	73	chr3	839	318946	14	319785	319799	0.9999562225022592
BXD085	73	chr4	8391	286026	174	294417	294591	0.9994093505911585
BXD085	73	chr5	1418	226904	20	228322	228342	0.9999124120836289
BXD085	73	chr6	2069	244364	13	246433	246446	0.9999472501075286
BXD085	73	chr7	801	351148	17	351949	351966	0.999951699880102
BXD085	73	chr8	1939	313771	17	315710	315727	0.9999461560145315
BXD085	73	chr9	1380	211278	12	212658	212670	0.999943574552123
BXD086	74	chr1	7645	482857	26	490502	490528	0.9999469958901429
BXD086	74	chr10	728	168375	4	169103	169107	0.9999763463369346
BXD086	74	chr11	2555	267711	4	270266	270270	0.9999851999852
BXD086	74	chr12	1270	216404	10	217674	217684	0.9999540618511237
BXD086	74	chr13	2546	174543	10	177089	177099	0.9999435344073089
BXD086	74	chr14	930	364480	14	365410	365424	0.99996168834012
BXD086	74	chr15	1776	148622	10	150398	150408	0.9999335141747779
BXD086	74	chr16	2852	130070	7	132922	132929	0.9999473403094885
BXD086	74	chr17	3626	206115	11	209741	209752	0.9999475571150692
BXD086	74	chr18	911	105624	3	106535	106538	0.9999718410332463
BXD086	74	chr19	401	136385	5	136786	136791	0.9999634478876535
BXD086	74	chr2	2166	371435	16	373601	373617	0.9999571753961946
BXD086	74	chr3	4195	315590	14	319785	319799	0.9999562225022592
BXD086	74	chr4	9423	285034	134	294457	294591	0.9995451320644555
BXD086	74	chr5	3563	224769	10	228332	228342	0.9999562060418145
BXD086	74	chr6	2005	244435	6	246440	246446	0.9999756538957825
BXD086	74	chr7	3604	348342	20	351946	351966	0.9999431763295318
BXD086	74	chr8	1127	314587	13	315714	315727	0.999958825187583
BXD086	74	chr9	1973	210683	14	212656	212670	0.9999341703108102
BXD087	75	chr1	2841	487659	28	490500	490528	0.9999429186509231
BXD087	75	chr10	665	168431	11	169096	169107	0.9999349524265702
BXD087	75	chr11	796	269469	5	270265	270270	0.9999814999815
BXD087	75	chr12	856	216822	6	217678	217684	0.9999724371106742
BXD087	75	chr13	1770	175322	7	177092	177099	0.9999604740851162
BXD087	75	chr14	2329	363078	17	365407	365424	0.9999534786987171
BXD087	75	chr15	249	150155	4	150404	150408	0.9999734056699112
BXD087	75	chr16	328	132597	4	132925	132929	0.9999699087482792
BXD087	75	chr17	2676	207059	17	209735	209752	0.9999189519051069
BXD087	75	chr18	580	105954	4	106534	106538	0.9999624547109951
BXD087	75	chr19	1120	135663	8	136783	136791	0.9999415166202454
BXD087	75	chr2	1393	372208	16	373601	373617	0.9999571753961946
BXD087	75	chr3	1059	318726	14	319785	319799	0.9999562225022592
BXD087	75	chr4	8031	286458	102	294489	294591	0.9996537572430929
BXD087	75	chr5	1581	226751	10	228332	228342	0.9999562060418145
BXD087	75	chr6	2050	244383	13	246433	246446	0.9999472501075286
BXD087	75	chr7	2480	349472	14	351952	351966	0.9999602234306723
BXD087	75	chr8	2669	313039	19	315708	315727	0.9999398214280059
BXD087	75	chr9	1717	210946	7	212663	212670	0.9999670851554051
BXD088	76	chr1	2311	488193	24	490504	490528	0.9999510731293626
BXD088	76	chr10	418	168677	12	169095	169107	0.9999290390108038
BXD088	76	chr11	63	270201	6	270264	270270	0.9999777999778
BXD088	76	chr12	34	217643	7	217677	217684	0.9999678432957866
BXD088	76	chr13	305	176786	8	177091	177099	0.9999548275258471
BXD088	76	chr14	347	365059	18	365406	365424	0.9999507421515829
BXD088	76	chr15	130	150269	9	150399	150408	0.9999401627573001
BXD088	76	chr16	76	132847	6	132923	132929	0.9999548631224188
BXD088	76	chr17	199	209537	16	209736	209752	0.9999237194401007
BXD088	76	chr18	555	105975	8	106530	106538	0.9999249094219903
BXD088	76	chr19	68	136719	4	136787	136791	0.9999707583101227
BXD088	76	chr2	1054	372535	28	373589	373617	0.9999250569433403
BXD088	76	chr3	115	319679	5	319794	319799	0.9999843651793783
BXD088	76	chr4	1438	293140	13	294578	294591	0.9999558710211786
BXD088	76	chr5	157	228174	11	228331	228342	0.9999518266459959
BXD088	76	chr6	553	245880	13	246433	246446	0.9999472501075286
BXD088	76	chr7	415	351541	10	351956	351966	0.999971588164766
BXD088	76	chr8	82	315633	12	315715	315727	0.9999619924808458
BXD088	76	chr9	738	211927	5	212665	212670	0.9999764893967179
BXD089	77	chr1	1123	489381	24	490504	490528	0.9999510731293626
BXD089	77	chr10	1490	167607	10	169097	169107	0.9999408658423365
BXD089	77	chr11	912	269346	12	270258	270270	0.9999555999555999
BXD089	77	chr12	1424	216251	9	217675	217684	0.9999586556660113
BXD089	77	chr13	775	176316	8	177091	177099	0.9999548275258471
BXD089	77	chr14	2850	362552	22	365402	365424	0.9999397959630457
BXD089	77	chr15	1336	149064	8	150400	150408	0.9999468113398223
BXD089	77	chr16	495	132424	10	132919	132929	0.9999247718706978
BXD089	77	chr17	969	208764	19	209733	209752	0.9999094168351196
BXD089	77	chr18	403	106130	5	106533	106538	0.9999530683887439
BXD089	77	chr19	495	136282	14	136777	136791	0.9998976540854296
BXD089	77	chr2	2129	371470	18	373599	373617	0.9999518223207188
BXD089	77	chr3	1177	318607	15	319784	319799	0.9999530955381349
BXD089	77	chr4	9936	284517	138	294453	294591	0.9995315539171258
BXD089	77	chr5	2622	225706	14	228328	228342	0.9999386884585403
BXD089	77	chr6	1820	244609	17	246429	246446	0.9999310193713836
BXD089	77	chr7	3210	348741	15	351951	351966	0.9999573822471489
BXD089	77	chr8	1930	313780	17	315710	315727	0.9999461560145315
BXD089	77	chr9	1805	210857	8	212662	212670	0.9999623830347487
BXD090	78	chr1	1068	489435	25	490503	490528	0.9999490345097528
BXD090	78	chr10	552	168548	7	169100	169107	0.9999586060896356
BXD090	78	chr11	843	269421	6	270264	270270	0.9999777999778
BXD090	78	chr12	349	217331	4	217680	217684	0.9999816247404495
BXD090	78	chr13	583	176505	11	177088	177099	0.9999378878480398
BXD090	78	chr14	1736	363678	10	365414	365424	0.9999726345286571
BXD090	78	chr15	640	149755	13	150395	150408	0.9999135684272114
BXD090	78	chr16	541	132383	5	132924	132929	0.9999623859353489
BXD090	78	chr17	620	209113	19	209733	209752	0.9999094168351196
BXD090	78	chr18	576	105955	7	106531	106538	0.9999342957442415
BXD090	78	chr19	114	136672	5	136786	136791	0.9999634478876535
BXD090	78	chr2	2748	370841	28	373589	373617	0.9999250569433403
BXD090	78	chr3	1450	318341	8	319791	319799	0.9999749842870053
BXD090	78	chr4	1768	292811	12	294579	294591	0.999959265558011
BXD090	78	chr5	1764	226550	28	228314	228342	0.9998773769170806
BXD090	78	chr6	836	245595	15	246431	246446	0.9999391347394561
BXD090	78	chr7	1438	350513	15	351951	351966	0.9999573822471489
BXD090	78	chr8	131	315584	12	315715	315727	0.9999619924808458
BXD090	78	chr9	1469	211186	15	212655	212670	0.9999294681901537
BXD091	79	chr1	1358	489147	23	490505	490528	0.9999531117489725
BXD091	79	chr10	433	168667	7	169100	169107	0.9999586060896356
BXD091	79	chr11	442	269816	12	270258	270270	0.9999555999555999
BXD091	79	chr12	286	217390	8	217676	217684	0.9999632494808989
BXD091	79	chr13	615	176474	10	177089	177099	0.9999435344073089
BXD091	79	chr14	607	364791	26	365398	365424	0.9999288497745085
BXD091	79	chr15	317	150081	10	150398	150408	0.9999335141747779
BXD091	79	chr16	692	132233	4	132925	132929	0.9999699087482792
BXD091	79	chr17	402	209328	22	209730	209752	0.9998951142301384
BXD091	79	chr18	123	106407	8	106530	106538	0.9999249094219903
BXD091	79	chr19	196	136594	1	136790	136791	0.9999926895775307
BXD091	79	chr2	295	373306	16	373601	373617	0.9999571753961946
BXD091	79	chr3	1273	318517	9	319790	319799	0.999971857322881
BXD091	79	chr4	7507	286949	135	294456	294591	0.9995417375276231
BXD091	79	chr5	865	227451	26	228316	228342	0.9998861357087176
BXD091	79	chr6	454	245977	15	246431	246446	0.9999391347394561
BXD091	79	chr7	232	351722	12	351954	351966	0.999965905797719
BXD091	79	chr8	1420	314284	23	315704	315727	0.9999271522549544
BXD091	79	chr9	834	211826	10	212660	212670	0.9999529787934358
BXD095	82	chr1	1770	488736	22	490506	490528	0.9999551503685824
BXD095	82	chr10	849	168246	12	169095	169107	0.9999290390108038
BXD095	82	chr11	707	269556	7	270263	270270	0.9999740999741
BXD095	82	chr12	133	217547	4	217680	217684	0.9999816247404495
BXD095	82	chr13	572	176515	12	177087	177099	0.9999322412887707
BXD095	82	chr14	2066	363338	20	365404	365424	0.9999452690573143
BXD095	82	chr15	472	149932	4	150404	150408	0.9999734056699112
BXD095	82	chr16	728	132188	13	132916	132929	0.9999022034319073
BXD095	82	chr17	440	209287	25	209727	209752	0.9998808116251573
BXD095	82	chr18	744	105783	11	106527	106538	0.9998967504552366
BXD095	82	chr19	711	136071	9	136782	136791	0.9999342061977762
BXD095	82	chr2	1939	371647	31	373586	373617	0.9999170273301269
BXD095	82	chr3	1898	317879	22	319777	319799	0.9999312067892645
BXD095	82	chr4	1757	292814	20	294571	294591	0.9999321092633515
BXD095	82	chr5	847	227478	17	228325	228342	0.9999255502710847
BXD095	82	chr6	2111	244326	9	246437	246446	0.9999634808436737
BXD095	82	chr7	1064	350890	12	351954	351966	0.999965905797719
BXD095	82	chr8	2475	313236	16	315711	315727	0.9999493233077944
BXD095	82	chr9	1145	211513	12	212658	212670	0.999943574552123
BXD098	83	chr1	4785	485720	23	490505	490528	0.9999531117489725
BXD098	83	chr10	597	168502	8	169099	169107	0.9999526926738692
BXD098	83	chr11	1577	268686	7	270263	270270	0.9999740999741
BXD098	83	chr12	246	217432	6	217678	217684	0.9999724371106742
BXD098	83	chr13	629	176460	10	177089	177099	0.9999435344073089
BXD098	83	chr14	1671	363727	26	365398	365424	0.9999288497745085
BXD098	83	chr15	275	150130	3	150405	150408	0.9999800542524334
BXD098	83	chr16	664	132262	3	132926	132929	0.9999774315612093
BXD098	83	chr17	2355	207377	20	209732	209752	0.9999046493001259
BXD098	83	chr18	452	106074	12	106526	106538	0.9998873641329854
BXD098	83	chr19	1159	135622	10	136781	136791	0.9999268957753068
BXD098	83	chr2	1112	372477	28	373589	373617	0.9999250569433403
BXD098	83	chr3	4029	315749	21	319778	319799	0.9999343337533888
BXD098	83	chr4	8565	285905	121	294470	294591	0.9995892610432769
BXD098	83	chr5	2076	226249	17	228325	228342	0.9999255502710847
